OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
9547,GO-2022569013,1648353600000,1647576000000,2022,March,27,86,Sunday    ,11,2022.0,March,18.0,77.0,Friday    ,7,D22,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.5077192766287,43.6367749205319
9548,GO-2022574905,1648440000000,1648353600000,2022,March,28,87,Monday    ,13,2022.0,March,27.0,86.0,Sunday    ,21,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
9549,GO-2022575498,1648440000000,1648440000000,2022,March,28,87,Monday    ,11,2022.0,March,28.0,87.0,Monday    ,11,D51,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,72,Regent Park,72,Regent Park (72),-79.3622607316104,43.6560883336429
9550,GO-2022576628,1648440000000,1648440000000,2022,March,28,87,Monday    ,19,2022.0,March,28.0,87.0,Monday    ,16,D42,Unknown,Other,2132,200,Theft From Motor Vehicle Over,Theft Over,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.2882602545578,43.7832806843452
9551,GO-2022574261,1648526400000,1648353600000,2022,March,29,88,Tuesday   ,7,2022.0,March,27.0,86.0,Sunday    ,18,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,59,Danforth East York,59,Danforth East York (59),-79.326071388974,43.6921464849418
9552,GO-2022582121,1648526400000,1648526400000,2022,March,29,88,Tuesday   ,10,2022.0,March,29.0,88.0,Tuesday   ,10,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),-79.4852154598594,43.7013966170557
9553,GO-2022583716,1648526400000,1648526400000,2022,March,29,88,Tuesday   ,16,2022.0,March,29.0,88.0,Tuesday   ,14,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,27,York University Heights,27,York University Heights (27),-79.48105786851,43.7847054791931
9554,GO-2022586143,1648526400000,1648526400000,2022,March,29,88,Tuesday   ,21,2022.0,March,29.0,88.0,Tuesday   ,18,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
9555,GO-2022581980,1648526400000,1648180800000,2022,March,29,88,Tuesday   ,10,2022.0,March,25.0,84.0,Friday    ,11,D55,Schools During Supervised Activity,Educational,2130,210,Theft Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.2945194443437,43.6797113647131
9556,GO-2022582924,1648526400000,1628740800000,2022,March,29,88,Tuesday   ,12,2021.0,August,12.0,224.0,Thursday  ,0,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5310652755478,43.6314768114982
9557,GO-2022581758,1648526400000,1638248400000,2022,March,29,88,Tuesday   ,16,2021.0,November,30.0,334.0,Tuesday   ,0,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3807192628818,43.6635544373653
9558,GO-2022563295,1648526400000,1648267200000,2022,March,29,88,Tuesday   ,16,2022.0,March,26.0,85.0,Saturday  ,11,D23,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.595924877845,43.7520087188247
9559,GO-2022591952,1648612800000,1648612800000,2022,March,30,89,Wednesday ,17,2022.0,March,30.0,89.0,Wednesday ,14,D13,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,94,Wychwood,94,Wychwood (94),-79.4189091393469,43.6821824992603
9560,GO-2022589332,1648612800000,1648094400000,2022,March,30,89,Wednesday ,10,2022.0,March,24.0,83.0,Thursday  ,4,D52,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,79,University,79,University (79),-79.3999164704633,43.6597958301758
9561,GO-2022590917,1648612800000,1648094400000,2022,March,30,89,Wednesday ,20,2022.0,March,24.0,83.0,Thursday  ,0,D23,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5713676980517,43.7115411010765
9562,GO-2022596995,1648699200000,1648353600000,2022,March,31,90,Thursday  ,13,2022.0,March,27.0,86.0,Sunday    ,21,D31,Other Train Yard,Outside,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.5000005202526,43.7610570761458
9563,GO-2022596136,1648699200000,1648008000000,2022,March,31,90,Thursday  ,10,2022.0,March,23.0,82.0,Wednesday ,16,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.4429187710871,43.7365666717076
9564,GO-2022596889,1648699200000,1634011200000,2022,March,31,90,Thursday  ,12,2021.0,October,12.0,285.0,Tuesday   ,0,D12,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.4821350300388,43.6806258190238
9565,GO-2022588110,1648699200000,1648180800000,2022,March,31,90,Thursday  ,12,2022.0,March,25.0,84.0,Friday    ,12,D55,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3179482214292,43.7093315448765
9566,GO-2022592787,1648785600000,1642222800000,2022,April,1,91,Friday    ,11,2022.0,January,15.0,15.0,Saturday  ,9,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.3767133070272,43.6624126770736
9567,GO-2022605915,1648785600000,1647230400000,2022,April,1,91,Friday    ,19,2022.0,March,14.0,73.0,Monday    ,18,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,96,Casa Loma,96,Casa Loma (96),-79.4034872598383,43.6851783572049
9568,GO-2022605100,1648785600000,1630468800000,2022,April,1,91,Friday    ,14,2021.0,September,1.0,244.0,Wednesday ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,41,Bridle Path-Sunnybrook-York Mills,41,Bridle Path-Sunnybrook-York Mills (41),-79.3838588451867,43.7217152418455
9569,GO-2022603797,1648785600000,1648699200000,2022,April,1,91,Friday    ,12,2022.0,March,31.0,90.0,Thursday  ,12,NSA,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
9570,GO-2022611574,1648872000000,1648872000000,2022,April,2,92,Saturday  ,14,2022.0,April,2.0,92.0,Saturday  ,4,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.4006528471646,43.6505404249496
9571,GO-2022604573,1648872000000,1646024400000,2022,April,2,92,Saturday  ,10,2022.0,February,28.0,59.0,Monday    ,2,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,57,Broadview North,57,Broadview North (57),-79.3508686574686,43.687963757655
9572,GO-2022613337,1648872000000,1635393600000,2022,April,2,92,Saturday  ,19,2021.0,October,28.0,301.0,Thursday  ,12,D23,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,3,Thistletown-Beaumond Heights,3,Thistletown-Beaumond Heights (3),-79.5563350621458,43.7401655812061
9573,GO-2022616914,1648958400000,1648612800000,2022,April,3,93,Sunday    ,11,2022.0,March,30.0,89.0,Wednesday ,12,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,36,Newtonbrook West,36,Newtonbrook West (36),-79.4465273448982,43.7890713037198
9574,GO-2022616592,1648958400000,1648526400000,2022,April,3,93,Sunday    ,10,2022.0,March,29.0,88.0,Tuesday   ,18,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,46,Pleasant View,46,Pleasant View (46),-79.3314089151809,43.7931003180309
9575,GO-2022615972,1648958400000,1648440000000,2022,April,3,93,Sunday    ,7,2022.0,March,28.0,87.0,Monday    ,8,D23,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5944459205208,43.7205086299976
9576,GO-2022624167,1649044800000,1648872000000,2022,April,4,94,Monday    ,16,2022.0,April,2.0,92.0,Saturday  ,10,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,72,Regent Park,72,Regent Park (72),-79.3617795129459,43.6603539901967
9577,GO-2022623030,1649044800000,1648785600000,2022,April,4,94,Monday    ,17,2022.0,April,1.0,91.0,Friday    ,17,D31,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4936387319436,43.7625948466452
9578,GO-2022623710,1649044800000,1648785600000,2022,April,4,94,Monday    ,15,2022.0,April,1.0,91.0,Friday    ,19,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
9579,GO-2022612259,1649044800000,1648785600000,2022,April,4,94,Monday    ,11,2022.0,April,1.0,91.0,Friday    ,13,D22,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.5059346083103,43.6222898026968
9580,GO-2022610262,1649044800000,1648785600000,2022,April,4,94,Monday    ,11,2022.0,April,1.0,91.0,Friday    ,10,D22,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5256302718075,43.6441823921454
9581,GO-2022625266,1649044800000,1643691600000,2022,April,4,94,Monday    ,16,2022.0,February,1.0,32.0,Tuesday   ,0,D23,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.5487528113591,43.6966149360283
9582,GO-2022623617,1649044800000,1648785600000,2022,April,4,94,Monday    ,12,2022.0,April,1.0,91.0,Friday    ,16,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,158,Islington,14,Islington-City Centre West (14),-79.558703662611,43.644063996935
9583,GO-2022624875,1649044800000,1649044800000,2022,April,4,94,Monday    ,15,2022.0,April,4.0,94.0,Monday    ,14,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,29,Maple Leaf,29,Maple Leaf (29),-79.4829028290552,43.7085573521823
9584,GO-2022630956,1649131200000,1649044800000,2022,April,5,95,Tuesday   ,13,2022.0,April,4.0,94.0,Monday    ,22,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,153,Avondale,51,Willowdale East (51),-79.4035454482794,43.7596418721756
9585,GO-2022628788,1649131200000,1649044800000,2022,April,5,95,Tuesday   ,11,2022.0,April,4.0,94.0,Monday    ,14,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3827439879198,43.6621837988393
9586,GO-2022638571,1649217600000,1649217600000,2022,April,6,96,Wednesday ,17,2022.0,April,6.0,96.0,Wednesday ,15,D14,"Group Homes (Non-Profit, Halfway House, Social Agency)",Other,2130,210,Theft Over,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4309700329006,43.6399678781006
9587,GO-2022638776,1649217600000,1647230400000,2022,April,6,96,Wednesday ,15,2022.0,March,14.0,73.0,Monday    ,0,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.506263895972,43.72123702523
9588,GO-2022631008,1649217600000,1649131200000,2022,April,6,96,Wednesday ,9,2022.0,April,5.0,95.0,Tuesday   ,13,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,101,Forest Hill South,101,Forest Hill South (101),-79.4119188394912,43.7034457928632
9589,GO-2022641759,1649304000000,1649304000000,2022,April,7,97,Thursday  ,1,2022.0,April,7.0,97.0,Thursday  ,0,D14,Pharmacy,Other,2130,210,Theft Over,Theft Over,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.4081563408322,43.6558729351764
9590,GO-2022645111,1649304000000,1569902400000,2022,April,7,97,Thursday  ,14,2019.0,October,1.0,274.0,Tuesday   ,0,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3484960019756,43.6591854450408
9591,GO-2022645449,1649304000000,1649217600000,2022,April,7,97,Thursday  ,14,2022.0,April,6.0,96.0,Wednesday ,22,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.4015353041953,43.6671556846282
9592,GO-2022643329,1649304000000,1647835200000,2022,April,7,97,Thursday  ,9,2022.0,March,21.0,80.0,Monday    ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,37,Willowdale West,37,Willowdale West (37),-79.4327846244613,43.7705576519374
9593,GO-2022646188,1649304000000,1648872000000,2022,April,7,97,Thursday  ,16,2022.0,April,2.0,92.0,Saturday  ,9,D12,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.4698803112752,43.6917293748996
9594,GO-2022644136,1649304000000,1648785600000,2022,April,7,97,Thursday  ,11,2022.0,April,1.0,91.0,Friday    ,11,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3000686399906,43.7994140150614
9595,GO-2022643640,1649304000000,1645851600000,2022,April,7,97,Thursday  ,10,2022.0,February,26.0,57.0,Saturday  ,2,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3130767890888,43.6710521328756
9596,GO-2022642768,1649304000000,1649304000000,2022,April,7,97,Thursday  ,13,2022.0,April,7.0,97.0,Thursday  ,2,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,143,West Rouge,131,Rouge (131),-79.1296254514638,43.7842116271245
9597,GO-2022644637,1649304000000,1649304000000,2022,April,7,97,Thursday  ,12,2022.0,April,7.0,97.0,Thursday  ,11,D33,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.3403279468529,43.7735194584711
9598,GO-2022651689,1649390400000,1649390400000,2022,April,8,98,Friday    ,12,2022.0,April,8.0,98.0,Friday    ,7,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4932361424621,43.771983927161
9599,GO-2022651145,1649390400000,1648958400000,2022,April,8,98,Friday    ,12,2022.0,April,3.0,93.0,Sunday    ,18,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4303527519605,43.638339260098
9600,GO-2022647357,1649390400000,1648958400000,2022,April,8,98,Friday    ,11,2022.0,April,3.0,93.0,Sunday    ,14,D53,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,103,Lawrence Park South,103,Lawrence Park South (103),-79.4150497809613,43.7036164729847
9601,GO-2022650040,1649390400000,1649390400000,2022,April,8,98,Friday    ,8,2022.0,April,8.0,98.0,Friday    ,5,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.3708391509389,43.6767472924984
9602,GO-2022646293,1649390400000,1649131200000,2022,April,8,98,Friday    ,10,2022.0,April,5.0,95.0,Tuesday   ,3,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
9603,GO-2022646147,1649390400000,1644987600000,2022,April,8,98,Friday    ,10,2022.0,February,16.0,47.0,Wednesday ,0,D55,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.3346808321882,43.6703448578195
9604,GO-2022652429,1649390400000,1644210000000,2022,April,8,98,Friday    ,14,2022.0,February,7.0,38.0,Monday    ,9,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.3964674053442,43.6973677758015
9605,GO-2022652884,1649390400000,1633665600000,2022,April,8,98,Friday    ,15,2021.0,October,8.0,281.0,Friday    ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3817728925288,43.6510649424958
9606,GO-2022658755,1649476800000,1649390400000,2022,April,9,99,Saturday  ,12,2022.0,April,8.0,98.0,Friday    ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
9607,GO-2022661539,1649476800000,1649476800000,2022,April,9,99,Saturday  ,20,2022.0,April,9.0,99.0,Saturday  ,20,D52,Go Station,Transit,2130,210,Theft Over,Theft Over,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),-79.3805774952918,43.6464145918027
9608,GO-2022664494,1649563200000,1649304000000,2022,April,10,100,Sunday    ,10,2022.0,April,7.0,97.0,Thursday  ,19,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.3851465652715,43.6731095459957
9609,GO-2022665583,1649563200000,1649563200000,2022,April,10,100,Sunday    ,13,2022.0,April,10.0,100.0,Sunday    ,13,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,73,Moss Park,73,Moss Park (73),-79.3710284454984,43.6582885117532
9610,GO-2022673317,1649649600000,1648526400000,2022,April,11,101,Monday    ,17,2022.0,March,29.0,88.0,Tuesday   ,9,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,153,Avondale,51,Willowdale East (51),-79.4093777908254,43.7603254243225
9611,GO-2022669166,1649649600000,1649563200000,2022,April,11,101,Monday    ,1,2022.0,April,10.0,100.0,Sunday    ,23,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.5412094659464,43.7657461746017
9612,GO-2022672188,1649649600000,1649476800000,2022,April,11,101,Monday    ,12,2022.0,April,9.0,99.0,Saturday  ,15,D51,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3749675454664,43.6551430067869
9613,GO-2022671064,1649649600000,1649563200000,2022,April,11,101,Monday    ,10,2022.0,April,10.0,100.0,Sunday    ,18,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,88,High Park North,88,High Park North (88),-79.4639367078045,43.6578237327568
9614,GO-2022673272,1649649600000,1649649600000,2022,April,11,101,Monday    ,15,2022.0,April,11.0,101.0,Monday    ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3811783927993,43.6532745215722
9615,GO-2022670269,1649649600000,1649304000000,2022,April,11,101,Monday    ,11,2022.0,April,7.0,97.0,Thursday  ,22,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4765491789659,43.7735522350676
9616,GO-2022644950,1649649600000,1649044800000,2022,April,11,101,Monday    ,11,2022.0,April,4.0,94.0,Monday    ,16,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.1556145342423,43.7943448759837
9617,GO-2022671570,1649649600000,1649044800000,2022,April,11,101,Monday    ,12,2022.0,April,4.0,94.0,Monday    ,14,D43,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,157,Bendale South,127,Bendale (127),-79.250930380858,43.7544092781764
9618,GO-2022670331,1649649600000,1649390400000,2022,April,11,101,Monday    ,8,2022.0,April,8.0,98.0,Friday    ,12,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,136,West Hill,136,West Hill (136),-79.1948904245231,43.7664897329517
9619,GO-2022670571,1649649600000,1649563200000,2022,April,11,101,Monday    ,8,2022.0,April,10.0,100.0,Sunday    ,22,D31,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5004726670231,43.7225500453307
9620,GO-2022677598,1649736000000,1649649600000,2022,April,12,102,Tuesday   ,8,2022.0,April,11.0,101.0,Monday    ,1,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.3960242834843,43.6733456323313
9621,GO-2022680416,1649736000000,1475294400000,2022,April,12,102,Tuesday   ,14,2016.0,October,1.0,275.0,Saturday  ,12,D52,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.3831197052271,43.6402214251203
9622,GO-2022672000,1649736000000,1649390400000,2022,April,12,102,Tuesday   ,11,2022.0,April,8.0,98.0,Friday    ,12,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2839683438188,43.6874465162148
9623,GO-2022684943,1649822400000,1649822400000,2022,April,13,103,Wednesday ,8,2022.0,April,13.0,103.0,Wednesday ,4,D22,"Gas Station (Self, Full, Attached Convenience)",Commercial,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5288425349162,43.6262968593809
9624,GO-2022685909,1649822400000,1649390400000,2022,April,13,103,Wednesday ,9,2022.0,April,8.0,98.0,Friday    ,13,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,200,Theft From Mail / Bag / Key,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5844117696025,43.7480606260253
9625,GO-2022696518,1649908800000,1649736000000,2022,April,14,104,Thursday  ,16,2022.0,April,12.0,102.0,Tuesday   ,19,D52,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.393027701592,43.6517855526059
9626,GO-2022697811,1649908800000,1649908800000,2022,April,14,104,Thursday  ,20,2022.0,April,14.0,104.0,Thursday  ,20,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,21,Humber Summit,21,Humber Summit (21),-79.5683965435645,43.7483741918923
9627,GO-2022702885,1649995200000,1649995200000,2022,April,15,105,Friday    ,20,2022.0,April,15.0,105.0,Friday    ,14,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3799703459631,43.6540566122559
9628,GO-2022713407,1650168000000,1650168000000,2022,April,17,107,Sunday    ,8,2022.0,April,17.0,107.0,Sunday    ,3,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3997815151475,43.6437198363521
9629,GO-2022721833,1650254400000,1648699200000,2022,April,18,108,Monday    ,17,2022.0,March,31.0,90.0,Thursday  ,7,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5994154941656,43.686552016748
9630,GO-2022720846,1650254400000,1650168000000,2022,April,18,108,Monday    ,14,2022.0,April,17.0,107.0,Sunday    ,23,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5951732483822,43.701072622197
9631,GO-2022722076,1650254400000,1650254400000,2022,April,18,108,Monday    ,18,2022.0,April,18.0,108.0,Monday    ,18,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,19,Long Branch,19,Long Branch (19),-79.5406564512904,43.5901221765799
9632,GO-2022725314,1650340800000,1649995200000,2022,April,19,109,Tuesday   ,9,2022.0,April,15.0,105.0,Friday    ,18,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.2497876958102,43.7936271192774
