OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
9633,GO-2022701449,1650340800000,1649995200000,2022,April,19,109,Tuesday   ,14,2022.0,April,15.0,105.0,Friday    ,3,D55,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,61,Taylor-Massey,61,Taylor-Massey (61),-79.2953449448908,43.6948620323478
9634,GO-2022718461,1650340800000,1649044800000,2022,April,19,109,Tuesday   ,11,2022.0,April,4.0,94.0,Monday    ,0,D41,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3027415433484,43.7670105883889
9635,GO-2022727102,1650340800000,1650340800000,2022,April,19,109,Tuesday   ,17,2022.0,April,19.0,109.0,Tuesday   ,1,D42,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2518718953523,43.8267259027827
9636,GO-2022729367,1650340800000,1648699200000,2022,April,19,109,Tuesday   ,19,2022.0,March,31.0,90.0,Thursday  ,8,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4473104234831,43.6612727531353
9637,GO-2022728920,1650340800000,1650340800000,2022,April,19,109,Tuesday   ,21,2022.0,April,19.0,109.0,Tuesday   ,18,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,66,Danforth,66,Danforth (66),-79.3242990384994,43.6849735365975
9638,GO-2022723285,1650340800000,1650254400000,2022,April,19,109,Tuesday   ,13,2022.0,April,18.0,108.0,Monday    ,18,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.3164454030838,43.7101662747129
9639,GO-2022735503,1650427200000,1650427200000,2022,April,20,110,Wednesday ,16,2022.0,April,20.0,110.0,Wednesday ,16,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.3919657123043,43.6697961783908
9640,GO-2022730644,1650427200000,1650427200000,2022,April,20,110,Wednesday ,1,2022.0,April,20.0,110.0,Wednesday ,1,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,107,Oakwood Village,107,Oakwood Village (107),-79.4407517159177,43.6973112467238
9641,GO-2022720948,1650427200000,1646888400000,2022,April,20,110,Wednesday ,8,2022.0,March,10.0,69.0,Thursday  ,17,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,58,Old East York,58,Old East York (58),-79.3434800484883,43.6954573144598
9642,GO-2022735191,1650427200000,1650427200000,2022,April,20,110,Wednesday ,16,2022.0,April,20.0,110.0,Wednesday ,11,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.48105786851,43.7847054791931
9643,GO-2022732074,1650427200000,1649908800000,2022,April,20,110,Wednesday ,12,2022.0,April,14.0,104.0,Thursday  ,12,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3244147246728,43.6785626916005
9644,GO-2022740905,1650513600000,1646197200000,2022,April,21,111,Thursday  ,13,2022.0,March,2.0,61.0,Wednesday ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
9645,GO-2022720750,1650513600000,1649995200000,2022,April,21,111,Thursday  ,17,2022.0,April,15.0,105.0,Friday    ,17,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3767133070272,43.6624126770736
9646,GO-2022747833,1650600000000,1650600000000,2022,April,22,112,Friday    ,12,2022.0,April,22.0,112.0,Friday    ,12,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,95,Annex,95,Annex (95),-79.3905256380173,43.6706896578448
9647,GO-2022744642,1650600000000,1650513600000,2022,April,22,112,Friday    ,7,2022.0,April,21.0,111.0,Thursday  ,23,D11,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,84,Little Portugal,84,Little Portugal (84),-79.4317834251055,43.6489417328931
9648,GO-2022733094,1650600000000,1649995200000,2022,April,22,112,Friday    ,9,2022.0,April,15.0,105.0,Friday    ,0,D43,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,142,Woburn North,137,Woburn (137),-79.2464176635221,43.7785986775848
9649,GO-20229014173,1650600000000,1650513600000,2022,April,22,112,Friday    ,12,2022.0,April,21.0,111.0,Thursday  ,4,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,65,Greenwood-Coxwell,65,Greenwood-Coxwell (65),-79.3202322576727,43.6722637292408
9650,GO-2022749651,1650600000000,1650600000000,2022,April,22,112,Friday    ,17,2022.0,April,22.0,112.0,Friday    ,16,D51,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.3858043115872,43.6691916083622
9651,GO-2022747275,1650600000000,1650600000000,2022,April,22,112,Friday    ,11,2022.0,April,22.0,112.0,Friday    ,2,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.588344443801,43.7562272550527
9652,GO-20229014402,1650686400000,1648526400000,2022,April,23,113,Saturday  ,23,2022.0,March,29.0,88.0,Tuesday   ,14,D42,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,200,Theft From Mail / Bag / Key,Theft Over,130,Milliken,130,Milliken (130),-79.2928964131649,43.820328918659
9653,GO-2022763511,1650772800000,1650168000000,2022,April,24,114,Sunday    ,19,2022.0,April,17.0,107.0,Sunday    ,3,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.5994154941656,43.686552016748
9654,GO-2022766433,1650859200000,1650600000000,2022,April,25,115,Monday    ,13,2022.0,April,22.0,112.0,Friday    ,12,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,126,Dorset Park,126,Dorset Park (126),-79.265901217561,43.7539296200023
9655,GO-2022795048,1650859200000,1650772800000,2022,April,25,115,Monday    ,9,2022.0,April,24.0,114.0,Sunday    ,13,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,139,Scarborough Village,139,Scarborough Village (139),-79.2275418243016,43.74126066404
9656,GO-2022766346,1650859200000,1650859200000,2022,April,25,115,Monday    ,10,2022.0,April,25.0,115.0,Monday    ,8,D55,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2133,200,Theft Over - Shoplifting,Theft Over,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.3565307403027,43.677065467183
9657,GO-2022774260,1650945600000,1650945600000,2022,April,26,116,Tuesday   ,11,2022.0,April,26.0,116.0,Tuesday   ,9,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,155,Downsview,26,Downsview-Roding-CFB (26),-79.4921174718351,43.7428814233363
9658,GO-2022772990,1650945600000,1650945600000,2022,April,26,116,Tuesday   ,7,2022.0,April,26.0,116.0,Tuesday   ,7,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.5295496069487,43.6438792714567
9659,GO-2022769289,1650945600000,1622520000000,2022,April,26,116,Tuesday   ,8,2021.0,June,1.0,152.0,Tuesday   ,0,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
9660,GO-2022774603,1650945600000,1650945600000,2022,April,26,116,Tuesday   ,11,2022.0,April,26.0,116.0,Tuesday   ,9,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.3437191362443,43.7758285046409
9661,GO-20229014887,1651032000000,1650859200000,2022,April,27,117,Wednesday ,11,2022.0,April,25.0,115.0,Monday    ,6,D52,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3819215839918,43.6586618399775
9662,GO-2022784442,1651032000000,1650254400000,2022,April,27,117,Wednesday ,18,2022.0,April,18.0,108.0,Monday    ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,101,Forest Hill South,101,Forest Hill South (101),-79.4072071210333,43.6920342799127
9663,GO-2022781286,1651032000000,1644296400000,2022,April,27,117,Wednesday ,11,2022.0,February,8.0,39.0,Tuesday   ,11,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.4266850792571,43.6612868517466
9664,GO-2022785298,1651032000000,1651032000000,2022,April,27,117,Wednesday ,23,2022.0,April,27.0,117.0,Wednesday ,17,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,95,Annex,95,Annex (95),-79.4015353041953,43.6671556846282
9665,GO-2022783594,1651118400000,1650772800000,2022,April,28,118,Thursday  ,11,2022.0,April,24.0,114.0,Sunday    ,2,D55,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,62,East End-Danforth,62,East End-Danforth (62),-79.3032970149041,43.6866829801882
9666,GO-2022787422,1651118400000,1651032000000,2022,April,28,118,Thursday  ,10,2022.0,April,27.0,117.0,Wednesday ,13,D23,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5825184555181,43.7441267761734
9667,GO-2022796182,1651204800000,1651118400000,2022,April,29,119,Friday    ,14,2022.0,April,28.0,118.0,Thursday  ,3,D11,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,86,Roncesvalles,86,Roncesvalles (86),-79.4355443960239,43.6446644380459
9668,GO-2022795374,1651204800000,1650859200000,2022,April,29,119,Friday    ,11,2022.0,April,25.0,115.0,Monday    ,11,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.287607527081,43.7188041485722
9669,GO-2022794393,1651204800000,1650340800000,2022,April,29,119,Friday    ,9,2022.0,April,19.0,109.0,Tuesday   ,11,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2133,200,Theft Over - Shoplifting,Theft Over,95,Annex,95,Annex (95),-79.3926973216435,43.6711796263541
9670,GO-2022792961,1651204800000,1651204800000,2022,April,29,119,Friday    ,12,2022.0,April,29.0,119.0,Friday    ,0,D12,Convenience Stores,Commercial,2133,200,Theft Over - Shoplifting,Theft Over,113,Weston,113,Weston (113),-79.5145761476879,43.6995252092155
9671,GO-2022805545,1651291200000,1651291200000,2022,April,30,120,Saturday  ,22,2022.0,April,30.0,120.0,Saturday  ,21,D52,Bar / Restaurant,Commercial,2130,210,Theft Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.3953433667288,43.6529064764148
9672,GO-2022801152,1651291200000,1647576000000,2022,April,30,120,Saturday  ,14,2022.0,March,18.0,77.0,Friday    ,20,D14,Unknown,Other,2130,210,Theft Over,Theft Over,85,South Parkdale,85,South Parkdale (85),-79.4343361566785,43.6385999226732
9673,GO-2022802022,1651291200000,1650686400000,2022,April,30,120,Saturday  ,11,2022.0,April,23.0,113.0,Saturday  ,11,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.3905256380173,43.6706896578448
9674,GO-2022805743,1651291200000,1651291200000,2022,April,30,120,Saturday  ,22,2022.0,April,30.0,120.0,Saturday  ,6,D22,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.4819683603437,43.6219770367638
9675,GO-2022805575,1651291200000,1651032000000,2022,April,30,120,Saturday  ,23,2022.0,April,27.0,117.0,Wednesday ,5,D52,Homeless Shelter / Mission,Other,2130,210,Theft Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3934572510781,43.6488256021213
9676,GO-2022801276,1651291200000,1651204800000,2022,April,30,120,Saturday  ,8,2022.0,April,29.0,119.0,Friday    ,19,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.4852348818137,43.6251729451777
9677,GO-2022801696,1651291200000,1651204800000,2022,April,30,120,Saturday  ,10,2022.0,April,29.0,119.0,Friday    ,18,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
9678,GO-2022811890,1651377600000,1650168000000,2022,May,1,121,Sunday    ,22,2022.0,April,17.0,107.0,Sunday    ,0,D33,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.3445440354415,43.7723424802117
9679,GO-2022809344,1651464000000,1651291200000,2022,May,2,122,Monday    ,13,2022.0,April,30.0,120.0,Saturday  ,15,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village,82,Niagara (82),-79.4145745958299,43.6385411498621
9680,GO-2022814609,1651464000000,1650859200000,2022,May,2,122,Monday    ,10,2022.0,April,25.0,115.0,Monday    ,0,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,15,Kingsway South,15,Kingsway South (15),-79.5218683531014,43.6545426056785
9681,GO-2022808154,1651464000000,1650859200000,2022,May,2,122,Monday    ,9,2022.0,April,25.0,115.0,Monday    ,12,D42,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.2508689154219,43.8233989262577
9682,GO-2022815955,1651464000000,1649304000000,2022,May,2,122,Monday    ,13,2022.0,April,7.0,97.0,Thursday  ,11,D14,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.4258649717822,43.6657433758821
9683,GO-2022766974,1651464000000,1649736000000,2022,May,2,122,Monday    ,19,2022.0,April,12.0,102.0,Tuesday   ,12,D42,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,210,Theft Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.3082163272332,43.8021966743734
9684,GO-2022825649,1651550400000,1651550400000,2022,May,3,123,Tuesday   ,20,2022.0,May,3.0,123.0,Tuesday   ,20,D33,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,53,Henry Farm,53,Henry Farm (53),-79.3377488022765,43.7758265151862
9685,GO-2022822815,1651550400000,1617249600000,2022,May,3,123,Tuesday   ,13,2021.0,April,1.0,91.0,Thursday  ,9,D33,Schools During Supervised Activity,Educational,2130,210,Theft Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.3536982005422,43.7602815167294
9686,GO-2022831116,1651636800000,1651550400000,2022,May,4,124,Wednesday ,15,2022.0,May,3.0,123.0,Tuesday   ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.4515162166738,43.7240306035325
9687,GO-2022830976,1651636800000,1651550400000,2022,May,4,124,Wednesday ,15,2022.0,May,3.0,123.0,Tuesday   ,18,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,NSA,NSA,NSA,NSA,-85.4887438847069,0.0
9688,GO-2022828132,1651636800000,1651636800000,2022,May,4,124,Wednesday ,8,2022.0,May,4.0,124.0,Wednesday ,4,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,63,The Beaches,63,The Beaches (63),-79.3059323946737,43.6691363104526
9689,GO-2022830707,1651636800000,1651636800000,2022,May,4,124,Wednesday ,14,2022.0,May,4.0,124.0,Wednesday ,13,D22,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,20,Alderwood,20,Alderwood (20),-79.5398789197502,43.6127178624555
9690,GO-2022832375,1651636800000,1651636800000,2022,May,4,124,Wednesday ,18,2022.0,May,4.0,124.0,Wednesday ,18,D31,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5259693426205,43.7189317638436
9691,GO-2022830941,1651636800000,1641013200000,2022,May,4,124,Wednesday ,15,2022.0,January,1.0,1.0,Saturday  ,12,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,90,Junction Area,90,Junction Area (90),-79.4628093321387,43.664974738901
9692,GO-2022828473,1651636800000,1651550400000,2022,May,4,124,Wednesday ,9,2022.0,May,3.0,123.0,Tuesday   ,22,D43,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,136,West Hill,136,West Hill (136),-79.173675143696,43.7643267002017
9693,GO-2022837932,1651723200000,1651636800000,2022,May,5,125,Thursday  ,15,2022.0,May,4.0,124.0,Wednesday ,18,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.4744477217759,43.7768012373777
9694,GO-2022837553,1651723200000,1643778000000,2022,May,5,125,Thursday  ,14,2022.0,February,2.0,33.0,Wednesday ,12,D31,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.5000005202526,43.7610570761458
9695,GO-2022839567,1651723200000,1651723200000,2022,May,5,125,Thursday  ,19,2022.0,May,5.0,125.0,Thursday  ,18,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.3907243722798,43.6798933924588
9696,GO-2022836097,1651723200000,1649736000000,2022,May,5,125,Thursday  ,10,2022.0,April,12.0,102.0,Tuesday   ,8,D13,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.4454022981104,43.6688021926784
9697,GO-2022836423,1651723200000,1651636800000,2022,May,5,125,Thursday  ,11,2022.0,May,4.0,124.0,Wednesday ,10,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,95,Annex,95,Annex (95),-79.4021368176019,43.672986844581
9698,GO-2022834201,1651723200000,1651723200000,2022,May,5,125,Thursday  ,1,2022.0,May,5.0,125.0,Thursday  ,1,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,156,Bendale-Glen Andrew,127,Bendale (127),-79.2700219065631,43.7735857271675
