OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
515,GO-20113736070,2011.03.28,2011,March,28,Monday,87,D55,Shooting,63,The Beaches,63,The Beaches (63),-79.31220745,43.6680252
516,GO-20113981811,2011.03.28,2011,March,28,Monday,87,D41,Shooting,138,Eglinton East,138,Eglinton East (138),-79.25560589,43.73506836
517,GO-20113942884,2011.04.06,2011,April,6,Wednesday,96,D54,Other,66,Danforth,66,Danforth (66),-79.32496173,43.68659327
518,GO-20113985830,2011.04.15,2011,April,15,Friday,105,D31,Other,27,York University Heights,27,York University Heights (27),-79.50215269,43.76548697
519,GO-20113832638,2011.04.30,2011,April,30,Saturday,120,D23,Shooting,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.55968601,43.71331182
520,GO-20113985926,2011.05.26,2011,May,26,Thursday,146,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.33140892,43.79310032
521,GO-20114047557,2011.05.29,2011,May,29,Sunday,149,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.59281898,43.7390724
522,GO-20113582659,2011.06.16,2011,June,16,Thursday,167,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51648674,43.75250263
523,GO-20114071110,2011.07.01,2011,July,1,Friday,182,D33,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30438332,43.72888607
524,GO-20113984179,2011.07.22,2011,July,22,Friday,203,D43,Stabbing,139,Scarborough Village,139,Scarborough Village (139),-79.222105,43.74248146
525,GO-20113429437,2011.07.29,2011,July,29,Friday,210,D22,Shooting,158,Islington,14,Islington-City Centre West (14),-79.56407654,43.65244967
526,GO-20113794249,2011.07.29,2011,July,29,Friday,210,D12,Other,115,Mount Dennis,115,Mount Dennis (115),-79.49313857,43.68829879
527,GO-20114119820,2011.07.31,2011,July,31,Sunday,212,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50820659,43.69111793
528,GO-20113443263,2011.08.10,2011,August,10,Wednesday,222,D31,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.48369812,43.72627466
529,GO-20114082526,2011.08.20,2011,August,20,Saturday,232,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.49322891,43.74276906
530,GO-20114131492,2011.08.23,2011,August,23,Tuesday,235,D32,Shooting,33,Clanton Park,33,Clanton Park (33),-79.43644222,43.74121374
531,GO-20113721549,2011.08.27,2011,August,27,Saturday,239,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.50149891,43.6648788
532,GO-20114137445,2011.09.11,2011,September,11,Sunday,254,D43,Other,142,Woburn North,137,Woburn (137),-79.24984992,43.77251938
533,GO-20113156934,2011.09.17,2011,September,17,Saturday,260,D41,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.26812656,43.70699286
534,GO-20114136529,2011.10.02,2011,October,2,Sunday,275,D14,Shooting,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.41593537,43.64717829
535,GO-20113405116,2011.10.07,2011,October,7,Friday,280,D14,Other,84,Little Portugal,84,Little Portugal (84),-79.42285012,43.64123192
536,GO-20113887747,2011.10.09,2011,October,9,Sunday,282,D54,Shooting,43,Victoria Village,43,Victoria Village (43),-79.3014675,43.71725545
537,GO-20114156058,2011.10.14,2011,October,14,Friday,287,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),-79.30060509,43.69437249
538,GO-20114244358,2011.10.15,2011,October,15,Saturday,288,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.5109335,43.76207861
539,GO-20114140412,2011.10.17,2011,October,17,Monday,290,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.26336655,43.71255529
540,GO-20114219112,2011.10.21,2011,October,21,Friday,294,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.57615823,43.64849529
541,GO-20114188550,2011.10.28,2011,October,28,Friday,301,D31,Shooting,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.50860799,43.73003685
542,GO-20114187348,2011.11.29,2011,November,29,Tuesday,333,D55,Shooting,70,South Riverdale,70,South Riverdale (70),-79.32291693,43.65234189
543,GO-20114136582,2011.12.02,2011,December,2,Friday,336,D12,Other,28,Rustic,28,Rustic (28),-79.50383466,43.70287184
544,GO-20114253053,2011.12.02,2011,December,2,Friday,336,D32,Stabbing,50,Newtonbrook East,50,Newtonbrook East (50),-79.40746297,43.78249232
545,GO-20113034132,2011.12.03,2011,December,3,Saturday,337,D32,Stabbing,39,Bedford Park-Nortown,39,Bedford Park-Nortown (39),-79.42386384,43.73936866
546,GO-20114191912,2011.12.26,2011,December,26,Monday,360,D51,Other,72,Regent Park,72,Regent Park (72),-79.35833029,43.66258988
547,GO-20114266197,2011.12.30,2011,December,30,Friday,364,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.20562524,43.76404365
548,GO-20114355679,2011.12.31,2011,December,31,Saturday,365,D14,Stabbing,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39906324,43.65246372
549,GO-20124194029,2012.01.01,2012,January,1,Sunday,1,D42,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2827611,43.72793994
550,GO-20123665859,2012.01.01,2012,January,1,Sunday,1,D14,Stabbing,163,Fort York-Liberty Village,82,Niagara (82),-79.41710695,43.63864386
551,GO-201230000227,2012.01.01,2012,January,1,Sunday,1,D53,Other,56,Leaside-Bennington,56,Leaside-Bennington (56),-79.36575487,43.70613935
552,GO-20124205598,2012.01.21,2012,January,21,Saturday,21,D43,Shooting,125,Ionview,125,Ionview (125),-79.27785608,43.72995598
553,GO-20124042332,2012.01.24,2012,January,24,Tuesday,24,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22092115,43.80557318
554,GO-20124212793,2012.01.27,2012,January,27,Friday,27,D11,Shooting,83,Dufferin Grove,83,Dufferin Grove (83),-79.43609672,43.65447879
555,GO-20124085703,2012.02.20,2012,February,20,Monday,51,D32,Shooting,38,Lansing-Westgate,38,Lansing-Westgate (38),-79.42542116,43.75746139
556,GO-20124085703,2012.02.20,2012,February,20,Monday,51,D32,Shooting,38,Lansing-Westgate,38,Lansing-Westgate (38),-79.42542116,43.75746139
557,GO-20124370907,2012.02.29,2012,February,29,Wednesday,60,D42,Other,147,L'Amoreaux West,117,L'Amoreaux (117),-79.31478528,43.78458889
558,GO-20124334336,2012.03.11,2012,March,11,Sunday,71,D32,Other,151,Yonge-Doris,51,Willowdale East (51),-79.40934165,43.76624482
559,GO-20124445252,2012.03.23,2012,March,23,Friday,83,D22,Stabbing,15,Kingsway South,15,Kingsway South (15),-79.51963926,43.64939582
560,GO-20123755673,2012.04.12,2012,April,12,Thursday,103,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48762429,43.67275387
561,GO-20124428014,2012.04.15,2012,April,15,Sunday,106,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.3058888,43.73254489
562,GO-20124376058,2012.04.16,2012,April,16,Monday,107,D11,Other,88,High Park North,88,High Park North (88),-79.46524488,43.65753812
563,GO-20124449577,2012.05.04,2012,May,4,Friday,125,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.44141286,43.72315167
564,GO-20124449281,2012.05.07,2012,May,7,Monday,128,D41,Other,121,Oakridge,121,Oakridge (121),-79.28038739,43.7032802
565,GO-20124346812,2012.05.09,2012,May,9,Wednesday,130,D53,Shooting,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.40331777,43.69792114
566,GO-20124445741,2012.05.10,2012,May,10,Thursday,131,D11,Shooting,114,Lambton Baby Point,114,Lambton Baby Point (114),-79.50149891,43.6648788
567,GO-20123363455,2012.05.14,2012,May,14,Monday,135,D51,Other,73,Moss Park,73,Moss Park (73),-79.37069017,43.65072604
568,GO-20124438492,2012.05.31,2012,May,31,Thursday,152,D43,Shooting,133,Centennial Scarborough,133,Centennial Scarborough (133),-79.15463684,43.78519206
569,GO-20124533105,2012.06.02,2012,June,2,Saturday,154,D52,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37997035,43.65405661
570,GO-20124533105,2012.06.02,2012,June,2,Saturday,154,D52,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37997035,43.65405661
571,GO-20124386217,2012.06.18,2012,June,18,Monday,170,D14,Shooting,80,Palmerston-Little Italy,80,Palmerston-Little Italy (80),-79.41832537,43.65523975
572,GO-20124503011,2012.06.22,2012,June,22,Friday,174,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.2822541,43.76941531
573,GO-20124556249,2012.06.23,2012,June,23,Saturday,175,D32,Shooting,153,Avondale,51,Willowdale East (51),-79.40459573,43.75728355
574,GO-20124471737,2012.07.02,2012,July,2,Monday,184,D53,Other,67,Playter Estates-Danforth,67,Playter Estates-Danforth (67),-79.35793703,43.67786922
575,GO-20121799882,2012.07.03,2012,July,3,Tuesday,185,D22,Other,12,Markland Wood,12,Markland Wood (12),-79.58342916,43.63332451
576,GO-20124578181,2012.07.05,2012,July,5,Thursday,187,D22,Shooting,158,Islington,14,Islington-City Centre West (14),-79.55834804,43.64906165
577,GO-20124544154,2012.07.16,2012,July,16,Monday,198,D43,Shooting,136,West Hill,136,West Hill (136),-79.18487845,43.76486182
578,GO-20124544154,2012.07.16,2012,July,16,Monday,198,D43,Shooting,136,West Hill,136,West Hill (136),-79.18487845,43.76486182
579,GO-20124466647,2012.07.17,2012,July,17,Tuesday,199,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50572482,43.68740612
580,GO-20124427513,2012.07.19,2012,July,19,Thursday,201,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.44390583,43.71947958
581,GO-20124528375,2012.07.22,2012,July,22,Sunday,204,D42,Other,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.25497643,43.78121639
582,GO-20124622186,2012.08.01,2012,August,1,Wednesday,214,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51476374,43.76720514
583,GO-20124531897,2012.08.07,2012,August,7,Tuesday,220,D42,Other,146,Malvern East,132,Malvern (132),-79.21694931,43.80723324
584,GO-20124613436,2012.08.24,2012,August,24,Friday,237,D55,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.2827611,43.72793994
585,GO-20124563307,2012.09.08,2012,September,8,Saturday,252,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.29802043,43.67887932
586,GO-20124528016,2012.09.08,2012,September,8,Saturday,252,D42,Shooting,146,Malvern East,132,Malvern (132),-79.2061558,43.80924617
587,GO-20124520488,2012.09.15,2012,September,15,Saturday,259,D13,Other,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.44110533,43.70224717
588,GO-20124453311,2012.09.16,2012,September,16,Sunday,260,D23,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51512482,43.74708814
589,GO-20124589405,2012.09.18,2012,September,18,Tuesday,262,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58380099,43.73447858
590,GO-20124589405,2012.09.18,2012,September,18,Tuesday,262,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58380099,43.73447858
591,GO-20124663461,2012.10.11,2012,October,11,Thursday,285,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51546025,43.7578622
592,GO-20124615172,2012.10.17,2012,October,17,Wednesday,291,D43,Other,142,Woburn North,137,Woburn (137),-79.23648729,43.77543173
593,GO-2018104863,2012.10.18,2012,October,18,Thursday,292,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38071926,43.66355444
594,GO-20124477212,2012.10.23,2012,October,23,Tuesday,297,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37101139,43.66481354
595,GO-20124703830,2012.10.28,2012,October,28,Sunday,302,D43,Shooting,135,Morningside,135,Morningside (135),-79.21355594,43.78588226
596,GO-20124613667,2012.10.29,2012,October,29,Monday,303,D14,Stabbing,85,South Parkdale,85,South Parkdale (85),-79.43727066,43.63691985
597,GO-20124697103,2012.10.29,2012,October,29,Monday,303,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.44926911,43.7205075
598,GO-20124754900,2012.10.30,2012,October,30,Tuesday,304,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.49313857,43.68829879
599,GO-20124695122,2012.11.11,2012,November,11,Sunday,316,D14,Shooting,79,University,79,University (79),-79.40651625,43.65671576
600,GO-20124664511,2012.11.12,2012,November,12,Monday,317,D23,Other,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58104549,43.73634205
601,GO-20124559977,2012.11.14,2012,November,14,Wednesday,319,D55,Other,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.31429899,43.67967627
602,GO-20124545660,2012.11.17,2012,November,17,Saturday,322,D54,Stabbing,44,Flemingdon Park,44,Flemingdon Park (44),-79.32470614,43.72369227
603,GO-20121799887,2012.11.29,2012,November,29,Thursday,334,D22,Shooting,12,Markland Wood,12,Markland Wood (12),-79.58342916,43.63332451
604,GO-20124672379,2012.12.02,2012,December,2,Sunday,337,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.48377829,43.73377817
605,GO-20124844185,2012.12.20,2012,December,20,Thursday,355,D51,Stabbing,74,North St.James Town,74,North St.James Town (74),-79.37377428,43.66728915
606,GO-20134821260,2013.01.01,2013,January,1,Tuesday,1,D31,Stabbing,27,York University Heights,27,York University Heights (27),-79.49464569,43.77771185
607,GO-20134842775,2013.01.18,2013,January,18,Friday,18,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35930155,43.66092803
608,GO-20134724330,2013.01.19,2013,January,19,Saturday,19,D23,Other,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.56843046,43.67570667
609,GO-20134911563,2013.01.19,2013,January,19,Saturday,19,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.42379453,43.67026539
610,GO-20134902220,2013.02.02,2013,February,2,Saturday,33,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.356962,43.78700877
611,GO-20134822914,2013.02.06,2013,February,6,Wednesday,37,D42,Other,116,Steeles,116,Steeles (116),-79.33347933,43.81572313
612,GO-20134822914,2013.02.06,2013,February,6,Wednesday,37,D42,Other,116,Steeles,116,Steeles (116),-79.33347933,43.81572313
613,GO-20134834800,2013.02.10,2013,February,10,Sunday,41,D14,Shooting,163,Fort York-Liberty Village,82,Niagara (82),-79.42492533,43.63268055
614,GO-20134954079,2013.02.11,2013,February,11,Monday,42,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51668932,43.75185003
615,GO-20134920035,2013.02.17,2013,February,17,Sunday,48,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58641341,43.73250129
616,GO-20134913786,2013.02.24,2013,February,24,Sunday,55,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.54230487,43.76844483
617,GO-20134896103,2013.03.04,2013,March,4,Monday,63,D13,Stabbing,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),-79.45528339,43.69302054
618,GO-20134847120,2013.03.06,2013,March,6,Wednesday,65,D23,Other,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.57023125,43.72654299
619,GO-20134968037,2013.03.13,2013,March,13,Wednesday,72,D41,Other,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30219988,43.74375425
620,GO-20134779022,2013.03.21,2013,March,21,Thursday,80,D51,Shooting,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37115814,43.66398867
621,GO-20134907315,2013.03.28,2013,March,28,Thursday,87,D14,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.40009344,43.64444779
622,GO-20134902638,2013.03.30,2013,March,30,Saturday,89,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45707743,43.72474173
623,GO-20134837042,2013.04.06,2013,April,6,Saturday,96,D51,Other,72,Regent Park,72,Regent Park (72),-79.35833029,43.66258988
624,GO-20134948721,2013.04.25,2013,April,25,Thursday,115,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.21489387,43.81888639
625,GO-20134924967,2013.04.25,2013,April,25,Thursday,115,D32,Stabbing,38,Lansing-Westgate,38,Lansing-Westgate (38),-79.42542116,43.75746139
626,GO-20134913839,2013.04.29,2013,April,29,Monday,119,D31,Other,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51886989,43.73857428
627,GO-20134929615,2013.04.30,2013,April,30,Tuesday,120,D41,Stabbing,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),-79.2637076,43.6920648
628,GO-20134823588,2013.05.16,2013,May,16,Thursday,136,D54,Other,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.30035407,43.71251187
629,GO-20134832188,2013.05.19,2013,May,19,Sunday,139,D14,Shooting,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.42138001,43.65095208
630,GO-20134934653,2013.05.24,2013,May,24,Friday,144,D12,Other,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48213503,43.68062582
631,GO-20135001151,2013.05.29,2013,May,29,Wednesday,149,D42,Shooting,144,Morningside Heights,131,Rouge (131),-79.21988185,43.82190316
632,GO-20135067942,2013.06.03,2013,June,3,Monday,154,D42,Other,129,Agincourt North,129,Agincourt North (129),-79.28169871,43.80845778
633,GO-20135000885,2013.06.16,2013,June,16,Sunday,167,D32,Shooting,151,Yonge-Doris,51,Willowdale East (51),-79.41092102,43.76969754
634,GO-20135096311,2013.06.27,2013,June,27,Thursday,178,D54,Stabbing,57,Broadview North,57,Broadview North (57),-79.35721735,43.68291976
635,GO-20134832295,2013.07.04,2013,July,4,Thursday,185,D32,Other,33,Clanton Park,33,Clanton Park (33),-79.45021402,43.75306122
636,GO-20135147700,2013.07.09,2013,July,9,Tuesday,190,D51,Other,73,Moss Park,73,Moss Park (73),-79.37135298,43.65906716
637,GO-20135020177,2013.07.13,2013,July,13,Saturday,194,D32,Other,50,Newtonbrook East,50,Newtonbrook East (50),-79.41632218,43.78290939
638,GO-20134799559,2013.07.14,2013,July,14,Sunday,195,D14,Other,162,West Queen West,82,Niagara (82),-79.41004944,43.64418836
639,GO-20135172838,2013.07.15,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.58024946,43.64316898
640,GO-20135172838,2013.07.15,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.58024946,43.64316898
641,GO-20135172838,2013.07.15,2013,July,15,Monday,196,D22,Stabbing,12,Markland Wood,12,Markland Wood (12),-79.58024946,43.64316898
642,GO-20135159817,2013.07.28,2013,July,28,Sunday,209,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.5163405,43.75188656
643,GO-20135162653,2013.08.05,2013,August,5,Monday,217,D11,Shooting,87,High Park-Swansea,87,High Park-Swansea (87),-79.47105024,43.63825444
644,GO-20135143553,2013.08.12,2013,August,12,Monday,224,D23,Shooting,5,Elms-Old Rexdale,5,Elms-Old Rexdale (5),-79.54563593,43.72131208
645,GO-20135192957,2013.08.23,2013,August,23,Friday,235,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51044558,43.74922073
646,GO-20135192957,2013.08.23,2013,August,23,Friday,235,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51044558,43.74922073
647,GO-20135143282,2013.09.03,2013,September,3,Tuesday,246,D12,Shooting,113,Weston,113,Weston (113),-79.52831656,43.70453926
648,GO-20135114771,2013.09.12,2013,September,12,Thursday,255,D33,Stabbing,48,Hillcrest Village,48,Hillcrest Village (48),-79.36494359,43.8043217
649,GO-20135245469,2013.09.14,2013,September,14,Saturday,257,D54,Stabbing,66,Danforth,66,Danforth (66),-79.32394038,43.68329271
650,GO-20135269597,2013.09.17,2013,September,17,Tuesday,260,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.57040564,43.67633225
651,GO-20135126688,2013.09.20,2013,September,20,Friday,263,D12,Stabbing,112,Beechborough-Greenbrook,112,Beechborough-Greenbrook (112),-79.46769229,43.69170989
652,GO-20135260102,2013.09.23,2013,September,23,Monday,266,D51,Shooting,73,Moss Park,73,Moss Park (73),-79.36694949,43.65649381
653,GO-20135237175,2013.10.06,2013,October,6,Sunday,279,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38464734,43.65043469
