OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
1005,GO-20181839683,2018.10.04,2018,October,4,Thursday,277,D55,Other,70,South Riverdale,70,South Riverdale (70),-79.34744387,43.65941362
1006,GO-20181879521,2018.10.11,2018,October,11,Thursday,284,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.48909235,43.73485655
1007,GO-20181887731,2018.10.12,2018,October,12,Friday,285,D51,Other,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.37669888,43.65695754
1008,GO-20181923388,2018.10.18,2018,October,18,Thursday,291,D41,Other,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28629162,43.69907019
1009,GO-20181939006,2018.10.20,2018,October,20,Saturday,293,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.2645509,43.73276465
1010,GO-20182096419,2018.11.14,2018,November,14,Wednesday,318,D31,Shooting,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.53043714,43.71946574
1011,GO-20182113063,2018.11.16,2018,November,16,Friday,320,D51,Other,73,Moss Park,73,Moss Park (73),-79.36900509,43.65461429
1012,GO-20182124586,2018.11.18,2018,November,18,Sunday,322,D43,Shooting,136,West Hill,136,West Hill (136),-79.188074,43.76726367
1013,GO-20182242344,2018.12.06,2018,December,6,Thursday,340,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.37445106,43.66019618
1014,GO-20182280579,2018.12.12,2018,December,12,Wednesday,346,D23,Shooting,6,Kingsview Village-The Westway,6,Kingsview Village-The Westway (6),-79.54867241,43.7013181
1015,GO-20182315055,2018.12.18,2018,December,18,Tuesday,352,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51777127,43.75900983
1016,GO-20182320758,2018.12.19,2018,December,19,Wednesday,353,D14,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39764343,43.64494841
1017,GO-20182339244,2018.12.21,2018,December,21,Friday,355,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58390504,43.75109662
1018,GO-201930365,2019.01.06,2019,January,6,Sunday,6,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.25202762,43.72726556
1019,GO-201945560,2019.01.08,2019,January,8,Tuesday,8,D41,Stabbing,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.26980481,43.71107522
1020,GO-201954928,2019.01.09,2019,January,9,Wednesday,9,D23,Shooting,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.55993471,43.7228443
1021,GO-201969065,2019.01.12,2019,January,12,Saturday,12,D41,Shooting,126,Dorset Park,126,Dorset Park (126),-79.28734498,43.769808
1022,GO-2019146683,2019.01.24,2019,January,24,Thursday,24,D12,Stabbing,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48624276,43.66985519
1023,GO-2019244561,2019.02.08,2019,February,8,Friday,39,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.36343874,43.65582473
1024,GO-2019258675,2019.02.10,2019,February,10,Sunday,41,D22,Shooting,161,Humber Bay Shores,17,Mimico (includes Humber Bay Shores) (17),-79.47999573,43.62398387
1025,GO-2019272774,2019.02.12,2019,February,12,Tuesday,43,D43,Shooting,136,West Hill,136,West Hill (136),-79.19489042,43.76648973
1026,GO-2019281405,2019.02.13,2019,February,13,Wednesday,44,D23,Shooting,4,Rexdale-Kipling,4,Rexdale-Kipling (4),-79.55597987,43.71694142
1027,GO-2019349242,2019.02.24,2019,February,24,Sunday,55,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58037067,43.73495345
1028,GO-2019400418,2019.03.04,2019,March,4,Monday,63,D53,Other,173,North Toronto,104,Mount Pleasant West (104),-79.39122325,43.71112256
1029,GO-2019424256,2019.03.08,2019,March,8,Friday,67,D53,Shooting,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.40851244,43.70459226
1030,GO-2019449448,2019.03.11,2019,March,11,Monday,70,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.48591156,43.73846571
1031,GO-2019456465,2019.03.13,2019,March,13,Wednesday,72,D11,Other,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.45784714,43.66902892
1032,GO-2019494501,2019.03.18,2019,March,18,Monday,77,D23,Other,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.55425841,43.67835333
1033,GO-2019499554,2019.03.19,2019,March,19,Tuesday,78,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.45097831,43.65841855
1034,GO-2019598298,2019.04.03,2019,April,3,Wednesday,93,D42,Other,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29007776,43.7872446
1035,GO-2019649220,2019.04.10,2019,April,10,Wednesday,100,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38027515,43.64864446
1036,GO-2019677551,2019.04.15,2019,April,15,Monday,105,D12,Stabbing,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47791829,43.68864374
1037,GO-2019716384,2019.04.21,2019,April,21,Sunday,111,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.43868791,43.69144147
1038,GO-2019766762,2019.04.28,2019,April,28,Sunday,118,D22,Other,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.57937504,43.65579681
1039,GO-2019767371,2019.04.28,2019,April,28,Sunday,118,D43,Shooting,135,Morningside,135,Morningside (135),-79.21300106,43.7746506
1040,GO-2019785029,2019.05.01,2019,May,1,Wednesday,121,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59036741,43.73400519
1041,GO-2019798063,2019.05.03,2019,May,3,Friday,123,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.56606207,43.76058053
1042,GO-2019819986,2019.05.05,2019,May,5,Sunday,125,D43,Stabbing,140,Guildwood,140,Guildwood (140),-79.19874013,43.74629326
1043,GO-2019928762,2019.05.21,2019,May,21,Tuesday,141,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.43171706,43.66404776
1044,GO-20191039892,2019.06.06,2019,June,6,Thursday,157,D51,Other,73,Moss Park,73,Moss Park (73),-79.3732509,43.65372288
1045,GO-20191052988,2019.06.08,2019,June,8,Saturday,159,D52,Stabbing,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.38706363,43.66853314
1046,GO-20191191914,2019.06.27,2019,June,27,Thursday,178,D33,Stabbing,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.32040859,43.76076972
1047,GO-20191198026,2019.06.27,2019,June,27,Thursday,178,D43,Shooting,136,West Hill,136,West Hill (136),-79.18487845,43.76486182
1048,GO-20191206091,2019.06.29,2019,June,29,Saturday,180,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50288268,43.68869925
1049,GO-20191206091,2019.06.29,2019,June,29,Saturday,180,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50288268,43.68869925
1050,GO-20191213308,2019.06.30,2019,June,30,Sunday,181,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39331907,43.64672612
1051,GO-20191226977,2019.07.01,2019,July,1,Monday,182,D51,Other,73,Moss Park,73,Moss Park (73),-79.36900509,43.65461429
1052,GO-20191344279,2019.07.18,2019,July,18,Thursday,199,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.43166872,43.66065503
1053,GO-20191445359,2019.08.02,2019,August,2,Friday,214,D12,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
1054,GO-20191492032,2019.08.07,2019,August,7,Wednesday,219,D13,Stabbing,94,Wychwood,94,Wychwood (94),-79.42769755,43.68129368
1055,GO-20191506357,2019.08.09,2019,August,9,Friday,221,D54,Shooting,43,Victoria Village,43,Victoria Village (43),-79.3014675,43.71725545
1056,GO-20191558069,2019.08.16,2019,August,16,Friday,228,D11,Shooting,86,Roncesvalles,86,Roncesvalles (86),-79.44947279,43.64906113
1057,GO-20191581564,2019.08.19,2019,August,19,Monday,231,D12,Shooting,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.53368757,43.71359821
1058,GO-20191595863,2019.08.21,2019,August,21,Wednesday,233,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50277324,43.69204473
1059,GO-20191619393,2019.08.25,2019,August,25,Sunday,237,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.55805406,43.75999292
1060,GO-20191683554,2019.09.03,2019,September,3,Tuesday,246,D43,Other,156,Bendale-Glen Andrew,127,Bendale (127),-79.25161131,43.75491691
1061,GO-20191695351,2019.09.04,2019,September,4,Wednesday,247,D31,Other,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5062639,43.72123703
1062,GO-20191745744,2019.09.11,2019,September,11,Wednesday,254,D43,Stabbing,134,Highland Creek,134,Highland Creek (134),-79.17474205,43.79062475
1063,GO-20191782132,2019.09.16,2019,September,16,Monday,259,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45317635,43.70697651
1064,GO-20191806337,2019.09.19,2019,September,19,Thursday,262,D42,Shooting,130,Milliken,130,Milliken (130),-79.26040624,43.82071024
1065,GO-20191828916,2019.09.22,2019,September,22,Sunday,265,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.28892292,43.7719364
1066,GO-20191840069,2019.09.24,2019,September,24,Tuesday,267,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56800516,43.65127463
1067,GO-20191843578,2019.09.24,2019,September,24,Tuesday,267,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38468439,43.66776637
1068,GO-20191878460,2019.09.29,2019,September,29,Sunday,272,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58855795,43.7566777
1069,GO-20191894014,2019.10.01,2019,October,1,Tuesday,274,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51248285,43.74773351
1070,GO-20191894014,2019.10.01,2019,October,1,Tuesday,274,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51248285,43.74773351
1071,GO-20191901852,2019.10.02,2019,October,2,Wednesday,275,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38480322,43.64765595
1072,GO-20191930830,2019.10.07,2019,October,7,Monday,280,D54,Other,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.316265,43.69821722
1073,GO-20191981086,2019.10.14,2019,October,14,Monday,287,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5875915,43.73688119
1074,GO-20192006688,2019.10.17,2019,October,17,Thursday,290,D33,Shooting,48,Hillcrest Village,48,Hillcrest Village (48),-79.35845383,43.81105889
1075,GO-20192021028,2019.10.19,2019,October,19,Saturday,292,D11,Shooting,87,High Park-Swansea,87,High Park-Swansea (87),-79.47105024,43.63825444
1076,GO-20192067798,2019.10.26,2019,October,26,Saturday,299,D53,Other,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.39087649,43.69948683
1077,GO-20192106976,2019.10.31,2019,October,31,Thursday,304,D53,Stabbing,95,Annex,95,Annex (95),-79.40301402,43.66769223
1078,GO-20192131648,2019.11.04,2019,November,4,Monday,308,D22,Shooting,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55615039,43.61421138
1079,GO-20192136178,2019.11.05,2019,November,5,Tuesday,309,D54,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),-79.29969309,43.69467533
1080,GO-20192150110,2019.11.07,2019,November,7,Thursday,311,D12,Shooting,113,Weston,113,Weston (113),-79.50472529,43.70434413
1081,GO-20192212187,2019.11.16,2019,November,16,Saturday,320,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.44004592,43.69182728
1082,GO-20192263515,2019.11.23,2019,November,23,Saturday,327,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24467607,43.74500868
1083,GO-20192361770,2019.12.07,2019,December,7,Saturday,341,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.54270565,43.75333003
1084,GO-20192378461,2019.12.10,2019,December,10,Tuesday,344,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30176974,43.74710202
1085,GO-20192390677,2019.12.11,2019,December,11,Wednesday,345,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60272672,43.72372084
1086,GO-20192385631,2019.12.11,2019,December,11,Wednesday,345,D43,Other,123,Cliffcrest,123,Cliffcrest (123),-79.23375269,43.71703505
1087,GO-20192390277,2019.12.11,2019,December,11,Wednesday,345,D33,Shooting,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.36940631,43.79063832
1088,GO-20192412908,2019.12.15,2019,December,15,Sunday,349,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.48217169,43.72726155
1089,GO-20192445475,2019.12.19,2019,December,19,Thursday,353,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29934459,43.78358871
1090,GO-20192452711,2019.12.20,2019,December,20,Friday,354,D12,Other,113,Weston,113,Weston (113),-79.51092465,43.69893526
1091,GO-20192464487,2019.12.22,2019,December,22,Sunday,356,D14,Other,79,University,79,University (79),-79.40603396,43.66225458
1092,GO-20192465270,2019.12.22,2019,December,22,Sunday,356,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.37135298,43.65906716
1093,GO-20192470898,2019.12.23,2019,December,23,Monday,357,D14,Stabbing,85,South Parkdale,85,South Parkdale (85),-79.43660917,43.63872666
1094,GO-20192490349,2019.12.27,2019,December,27,Friday,361,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56293289,43.63964743
1095,GO-20192503671,2019.12.29,2019,December,29,Sunday,363,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24121503,43.74219879
1096,GO-20192520736,2019.12.31,2019,December,31,Tuesday,365,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22512851,43.81116685
1097,GO-20205967,2020.01.01,2020,January,1,Wednesday,1,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35868397,43.66240935
1098,GO-202069552,2020.01.11,2020,January,11,Saturday,11,D43,Shooting,135,Morningside,135,Morningside (135),-79.20913153,43.78706418
1099,GO-202082425,2020.01.13,2020,January,13,Monday,13,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.30470808,43.7816358
1100,GO-2020135493,2020.01.20,2020,January,20,Monday,20,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.23175356,43.77643015
1101,GO-2020136609,2020.01.20,2020,January,20,Monday,20,D13,Other,107,Oakwood Village,107,Oakwood Village (107),-79.43317302,43.68464095
1102,GO-2020174603,2020.01.25,2020,January,25,Saturday,25,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.21948774,43.73659733
1103,GO-2020219180,2020.01.31,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39927827,43.63909305
1104,GO-2020219180,2020.01.31,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39927827,43.63909305
1105,GO-2020249293,2020.02.05,2020,February,5,Wednesday,36,D54,Shooting,66,Danforth,66,Danforth (66),-79.33134571,43.68170366
1106,GO-2020271347,2020.02.07,2020,February,7,Friday,38,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.57031397,43.65192911
1107,GO-2020372105,2020.02.21,2020,February,21,Friday,52,D42,Other,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.24848328,43.79184202
1108,GO-2020390671,2020.02.24,2020,February,24,Monday,55,D32,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.45863625,43.73091643
1109,GO-2020530236,2020.03.11,2020,March,11,Wednesday,71,D12,Other,115,Mount Dennis,115,Mount Dennis (115),-79.48952899,43.68698735
1110,GO-2020524758,2020.03.13,2020,March,13,Friday,73,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.27041788,43.7855682
1111,GO-2020538385,2020.03.15,2020,March,15,Sunday,75,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),-79.44740506,43.69554775
1112,GO-2020562795,2020.03.18,2020,March,18,Wednesday,78,D41,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28878635,43.72068007
1113,GO-2020580138,2020.03.21,2020,March,21,Saturday,81,D51,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3800831,43.65590281
1114,GO-2020648505,2020.04.05,2020,April,5,Sunday,96,D43,Other,142,Woburn North,137,Woburn (137),-79.23079765,43.7802622
1115,GO-2020665733,2020.04.05,2020,April,5,Sunday,96,D42,Other,147,L'Amoreaux West,117,L'Amoreaux (117),-79.31933079,43.79698853
1116,GO-2020668167,2020.04.05,2020,April,5,Sunday,96,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.35044895,43.70264876
1117,GO-2020686647,2020.04.08,2020,April,8,Wednesday,99,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.43250015,43.68027
1118,GO-2020717283,2020.04.14,2020,April,14,Tuesday,105,D33,Other,52,Bayview Village,52,Bayview Village (52),-79.3760645,43.77264764
1119,GO-2020762187,2020.04.21,2020,April,21,Tuesday,112,D22,Other,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49977258,43.61644333
1120,GO-2020790951,2020.04.26,2020,April,26,Sunday,117,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50688173,43.74031821
1121,GO-2020828038,2020.05.02,2020,May,2,Saturday,123,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29973426,43.74753955
1122,GO-2020893378,2020.05.14,2020,May,14,Thursday,135,D53,Other,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.3904718,43.69859536
1123,GO-2020898005,2020.05.14,2020,May,14,Thursday,135,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58264006,43.74679595
1124,GO-2020915335,2020.05.17,2020,May,17,Sunday,138,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.32480939,43.78010412
1125,GO-2020909524,2020.05.19,2020,May,19,Tuesday,140,D41,Other,138,Eglinton East,138,Eglinton East (138),-79.25531093,43.73903255
1126,GO-2020971451,2020.05.26,2020,May,26,Tuesday,147,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39205737,43.64536676
1127,GO-2020993900,2020.05.30,2020,May,30,Saturday,151,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.59281898,43.7390724
1128,GO-20201063476,2020.06.09,2020,June,9,Tuesday,161,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.35098706,43.7135924
1129,GO-20201127664,2020.06.19,2020,June,19,Friday,171,D13,Shooting,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.4486321,43.6767276
1130,GO-20201173382,2020.06.25,2020,June,25,Thursday,177,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37220461,43.66762876
1131,GO-20201233592,2020.07.04,2020,July,4,Saturday,186,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.33312856,43.7981694
1132,GO-20201267365,2020.07.09,2020,July,9,Thursday,191,D51,Other,73,Moss Park,73,Moss Park (73),-79.37330548,43.65865354
1133,GO-20201278229,2020.07.10,2020,July,10,Friday,192,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.25916985,43.77843803
1134,GO-20201281439,2020.07.10,2020,July,10,Friday,192,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49375172,43.67166625
1135,GO-20201466110,2020.08.03,2020,August,3,Monday,216,D54,Other,59,Danforth East York,59,Danforth East York (59),-79.33466535,43.68687862
1136,GO-20201486174,2020.08.09,2020,August,9,Sunday,222,D14,Stabbing,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.42163186,43.65006942
1137,GO-20201505493,2020.08.11,2020,August,11,Tuesday,224,D14,Stabbing,162,West Queen West,82,Niagara (82),-79.41612203,43.64258519
1138,GO-20201506702,2020.08.12,2020,August,12,Wednesday,225,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24479753,43.74416291
1139,GO-20201568363,2020.08.20,2020,August,20,Thursday,233,D32,Shooting,153,Avondale,51,Willowdale East (51),-79.40823534,43.75688287
1140,GO-20201583370,2020.08.22,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),-79.18622222,43.76840289
1141,GO-20201583370,2020.08.22,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),-79.18622222,43.76840289
1142,GO-20201607604,2020.08.26,2020,August,26,Wednesday,239,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.37102845,43.65828851
1143,GO-20201655784,2020.09.02,2020,September,2,Wednesday,246,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.49083369,43.75041304
1144,GO-20201691332,2020.09.07,2020,September,7,Monday,251,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.58758486,43.7279322
1145,GO-20201713867,2020.09.10,2020,September,10,Thursday,254,D11,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48567466,43.66849524
1146,GO-20201730504,2020.09.12,2020,September,12,Saturday,256,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.55968601,43.71331182
1147,GO-20201728164,2020.09.12,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),-79.52285599,43.70435991
1148,GO-20201728164,2020.09.12,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),-79.52285599,43.70435991
1149,GO-20201786596,2020.09.20,2020,September,20,Sunday,264,D42,Shooting,146,Malvern East,132,Malvern (132),-79.20161508,43.80236826
1150,GO-20201816857,2020.09.24,2020,September,24,Thursday,268,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.52253066,43.7674832
1151,GO-20201838773,2020.09.27,2020,September,27,Sunday,271,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51928818,43.77026626
1152,GO-20201838399,2020.09.27,2020,September,27,Sunday,271,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58816144,43.74630882
1153,GO-20201989086,2020.09.28,2020,September,28,Monday,272,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.3558029,43.79243058
1154,GO-20201863629,2020.10.01,2020,October,1,Thursday,275,D12,Shooting,113,Weston,113,Weston (113),-79.50694655,43.70455852
1155,GO-20201876749,2020.10.03,2020,October,3,Saturday,277,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.49256503,43.73698356
1156,GO-20201908230,2020.10.07,2020,October,7,Wednesday,281,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.43346011,43.727474
1157,GO-20202026517,2020.10.25,2020,October,25,Sunday,299,D41,Shooting,121,Oakridge,121,Oakridge (121),-79.28630896,43.69120667
1158,GO-20202114189,2020.11.07,2020,November,7,Saturday,312,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51696223,43.76196467
1159,GO-20202177333,2020.11.16,2020,November,16,Monday,321,D43,Stabbing,143,West Rouge,131,Rouge (131),-79.13744644,43.79212138
1160,GO-20202188906,2020.11.18,2020,November,18,Wednesday,323,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.42400291,43.66271567
1161,GO-20202213650,2020.11.22,2020,November,22,Sunday,327,D33,Stabbing,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),-79.31302123,43.751492
1162,GO-20202271563,2020.12.02,2020,December,2,Wednesday,337,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45339357,43.7079013
1163,GO-20202295266,2020.12.06,2020,December,6,Sunday,341,D14,Other,83,Dufferin Grove,83,Dufferin Grove (83),-79.43536217,43.65987759
1164,GO-2020982844,2020.12.08,2020,December,8,Tuesday,343,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40479638,43.65267221
1165,GO-20202279344,2020.12.08,2020,December,8,Tuesday,343,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3221433,43.67981933
1166,GO-20202381546,2020.12.18,2020,December,18,Friday,353,D53,Other,173,North Toronto,104,Mount Pleasant West (104),-79.39149727,43.70812828
1167,GO-20202400901,2020.12.21,2020,December,21,Monday,356,D33,Stabbing,47,Don Valley Village,47,Don Valley Village (47),-79.35649357,43.7815982
1168,GO-202179788,2021.01.13,2021,January,13,Wednesday,13,D41,Stabbing,124,Kennedy Park,124,Kennedy Park (124),-79.26018438,43.73406087
1169,GO-2021105728,2021.01.17,2021,January,17,Sunday,17,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.5576294,43.7487888
1170,GO-2021133150,2021.01.21,2021,January,21,Thursday,21,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.50554178,43.76486625
1171,GO-2021204256,2021.01.21,2021,January,21,Thursday,21,D23,Other,8,Humber Heights-Westmount,8,Humber Heights-Westmount (8),-79.52763484,43.7013626
1172,GO-2021185744,2021.01.29,2021,January,29,Friday,29,D53,Shooting,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.38821168,43.68185839
1173,GO-2021198314,2021.01.31,2021,January,31,Sunday,31,D12,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
1174,GO-2021238843,2021.02.06,2021,February,6,Saturday,37,D42,Shooting,145,Malvern West,132,Malvern (132),-79.23217798,43.79520778
1175,GO-2021250265,2021.02.08,2021,February,8,Monday,39,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30219988,43.74375425
1176,GO-2021251003,2021.02.08,2021,February,8,Monday,39,D32,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.46208146,43.71248473
1177,GO-2021257693,2021.02.09,2021,February,9,Tuesday,40,D55,Shooting,62,East End-Danforth,62,East End-Danforth (62),-79.30733236,43.68693107
1178,GO-2021277195,2021.02.12,2021,February,12,Friday,43,D23,Shooting,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.5648619,43.68384106
1179,GO-2021334695,2021.02.19,2021,February,19,Friday,50,D51,Other,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37333593,43.66622758
1180,GO-2021363118,2021.02.26,2021,February,26,Friday,57,D22,Other,16,Stonegate-Queensway,16,Stonegate-Queensway (16),-79.49404231,43.64395947
1181,GO-2021368408,2021.02.27,2021,February,27,Saturday,58,D12,Stabbing,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47039769,43.6912192
